account,symbol,execution_price,size,side,time,closedPnL,leverage
TRD_049,BNBUSDT,52128.99579022704,0.7668849007865829,SHORT,2024-03-31 15:44:00,164.83230652319565,5
TRD_048,BTCUSDT,42904.134483786525,0.3774081414072576,SHORT,2024-04-01 02:24:00,43.118141471812216,1
TRD_039,ETHUSDT,59614.49766654511,1.5224713523702387,SHORT,2024-04-01 05:39:00,745.0826257749409,5
TRD_036,BTCUSDT,21206.63893462768,0.42149530305499905,SHORT,2024-04-01 08:42:00,-689.6047864972377,5
TRD_030,BTCUSDT,50520.59303802856,1.393906737721817,LONG,2024-04-01 13:50:00,93.9240600565434,5
TRD_023,ETHUSDT,56533.600611993796,0.3706111185687027,LONG,2024-04-01 14:56:00,186.58001042418647,1
TRD_019,BTCUSDT,69669.30560143344,0.19119716211583426,SHORT,2024-04-01 16:28:00,-101.30934050012614,10
TRD_012,SOLUSDT,53939.08471184234,0.5096894451760037,LONG,2024-04-01 17:19:00,-362.75767731920973,5
TRD_015,BNBUSDT,31592.257827498317,0.5770103129949774,SHORT,2024-04-01 22:11:00,-25.951171151006022,20
TRD_031,BNBUSDT,25409.30974400194,1.2979461776448709,LONG,2024-04-02 00:23:00,-745.1585002498784,5
TRD_043,BNBUSDT,52045.83873220377,0.33015790180669724,SHORT,2024-04-02 02:59:00,786.7063870575712,5
TRD_037,SOLUSDT,46159.1533759108,1.8613107568439076,LONG,2024-04-02 03:57:00,811.7069575246853,1
TRD_037,SOLUSDT,64957.26442225082,1.1131797558211243,LONG,2024-04-02 06:46:00,46.65534189408116,20
TRD_015,SOLUSDT,56330.40105906375,0.9869541443247662,LONG,2024-04-02 08:44:00,-145.4861930108121,10
TRD_029,BNBUSDT,45487.12250213103,0.8750420834736518,LONG,2024-04-02 10:34:00,-728.5297311164753,1
TRD_050,BTCUSDT,40179.473538257385,1.1375366804308802,SHORT,2024-04-02 11:32:00,-316.89104949936865,5
TRD_043,SOLUSDT,40218.73497854102,0.05466946465194677,SHORT,2024-04-02 12:41:00,751.4477426337459,100
TRD_026,ETHUSDT,31315.214307561728,1.980271885412374,LONG,2024-04-02 12:48:00,14.058799917765906,20
TRD_044,SOLUSDT,20866.29858778485,1.1194735086265892,LONG,2024-04-02 16:58:00,-246.88731778450244,5
TRD_002,ETHUSDT,48745.52941035531,0.0800380542589538,LONG,2024-04-02 17:01:00,33.25592243776097,10
TRD_020,BNBUSDT,30620.73662616076,1.1840554333522035,LONG,2024-04-02 17:15:00,-259.6958004988899,5
TRD_015,ETHUSDT,30416.345886402072,0.8797867289964608,SHORT,2024-04-02 17:54:00,-778.2707120730735,1
TRD_004,SOLUSDT,26269.061433824027,0.05783501636615365,LONG,2024-04-03 02:15:00,-143.2195726605703,20
TRD_022,SOLUSDT,29479.77450883464,1.8496132167933712,LONG,2024-04-03 08:45:00,-512.5376397269279,20
TRD_050,BTCUSDT,21589.457477756885,0.03102807542688857,LONG,2024-04-03 14:34:00,224.00422158721176,5
TRD_038,BNBUSDT,53711.5724874266,1.1599646369868646,LONG,2024-04-03 15:12:00,474.13697823155314,20
TRD_023,ETHUSDT,40069.85581563471,1.9239635877761856,LONG,2024-04-03 20:30:00,-346.03805715799297,10
TRD_026,BNBUSDT,48076.229938657256,0.48283294899622176,LONG,2024-04-03 23:27:00,107.33207788488302,1
TRD_011,SOLUSDT,51847.88090103998,0.5158163577447573,LONG,2024-04-04 00:10:00,2.1947808175335997,5
TRD_028,BTCUSDT,68624.22811380797,0.010842025834703204,LONG,2024-04-04 04:39:00,-358.4943924242192,5
TRD_002,SOLUSDT,23413.293292775048,0.14203883225608202,SHORT,2024-04-04 07:52:00,-1128.8076533552999,1
TRD_008,SOLUSDT,40895.8842415719,0.09932793903840535,LONG,2024-04-04 13:09:00,-502.31670265675393,10
TRD_029,SOLUSDT,32294.896676324053,1.6470860045399667,LONG,2024-04-04 15:25:00,-378.0500704970328,1
TRD_011,ETHUSDT,43835.59659284071,1.6751077641903889,LONG,2024-04-04 19:54:00,81.64915313974586,5
TRD_037,SOLUSDT,66023.6150306944,1.4561331675272002,LONG,2024-04-04 21:23:00,131.59512133874563,50
TRD_018,BNBUSDT,56199.21326240757,0.7119625749090133,SHORT,2024-04-04 21:25:00,630.7692749109098,100
TRD_050,BNBUSDT,53097.47932399467,1.644296355278796,LONG,2024-04-04 21:48:00,-506.6899550214448,10
TRD_014,BTCUSDT,42062.293821558866,1.0841512952833352,SHORT,2024-04-05 04:44:00,-399.9212092264062,10
TRD_010,BNBUSDT,53555.62491872179,0.6155774501950473,SHORT,2024-04-05 07:43:00,-312.40388612190424,20
TRD_035,SOLUSDT,21618.768863720405,0.8801807705376369,SHORT,2024-04-05 11:18:00,-85.24231588043347,10
TRD_009,SOLUSDT,49311.93360149472,0.14087786197080557,SHORT,2024-04-05 14:13:00,119.78161858354092,1
TRD_035,BNBUSDT,47688.82812996241,1.8903682866323281,LONG,2024-04-05 14:46:00,225.08636998932045,5
TRD_011,BTCUSDT,37332.02159815964,1.2420416705301618,SHORT,2024-04-05 16:39:00,-931.1652874746453,10
TRD_044,BTCUSDT,30075.706271205418,1.46515594841184,SHORT,2024-04-05 16:55:00,607.4991446187533,5
TRD_012,BNBUSDT,60377.77754996505,1.3564009071355545,LONG,2024-04-05 18:20:00,244.77477621389872,1
TRD_003,ETHUSDT,22693.105722754823,1.3388224691967516,SHORT,2024-04-05 22:35:00,451.3565305804194,20
TRD_039,ETHUSDT,23483.643221179387,0.04434936113950778,SHORT,2024-04-06 00:46:00,-1184.4465364731539,1
TRD_014,ETHUSDT,42026.08719920733,1.0554888467718448,SHORT,2024-04-06 05:23:00,425.94887430172304,5
TRD_028,ETHUSDT,32627.727370430253,1.6452033549648128,SHORT,2024-04-06 08:11:00,-487.5324388869007,5
TRD_011,BNBUSDT,57272.62067535102,0.09859251430908389,LONG,2024-04-06 11:25:00,-215.36186156313974,1
TRD_039,BTCUSDT,51709.50384605955,1.9127697109376585,SHORT,2024-04-06 12:45:00,727.0029147161555,20
TRD_025,SOLUSDT,58626.73980633157,0.8540777691819185,LONG,2024-04-06 14:53:00,338.79762681341185,10
TRD_021,SOLUSDT,36233.94781689005,0.5868920291822287,LONG,2024-04-06 16:27:00,-328.3441558719235,20
TRD_010,BNBUSDT,57025.94698089337,1.0683245096674663,LONG,2024-04-06 21:44:00,408.0955307567806,5
TRD_043,SOLUSDT,63115.16180131995,1.604416233807642,SHORT,2024-04-07 03:23:00,190.4025630360394,10
TRD_015,ETHUSDT,37263.724720928585,0.9547625729195888,SHORT,2024-04-07 07:48:00,-193.67969790214,10
TRD_019,BTCUSDT,36994.791058091665,1.2937602964069197,LONG,2024-04-07 20:25:00,247.8940456448112,5
TRD_048,BNBUSDT,64997.570195321314,1.0048296318550511,LONG,2024-04-08 01:34:00,-179.0866472792047,5
TRD_022,BTCUSDT,22489.51265938546,1.2662317907159066,LONG,2024-04-08 04:38:00,203.4600408813978,10
TRD_021,BNBUSDT,37509.470286542215,0.2846815212413068,LONG,2024-04-08 05:29:00,197.08714229112874,100
TRD_044,BNBUSDT,25933.624603590204,0.08694013849441888,LONG,2024-04-08 06:41:00,261.7168129853766,50
TRD_032,BNBUSDT,21449.02951249881,0.28243379733781154,LONG,2024-04-08 13:00:00,972.1680936096961,1
TRD_050,BNBUSDT,25643.470882341106,0.5788179078812182,SHORT,2024-04-08 14:43:00,482.62905796026047,1
TRD_023,BTCUSDT,41562.28955901385,0.5141785642717326,SHORT,2024-04-08 17:17:00,509.9899997454423,10
TRD_013,SOLUSDT,54347.803461389536,1.2341989458246874,SHORT,2024-04-08 17:40:00,-253.45178758278075,1
TRD_005,BNBUSDT,34464.12122209815,0.9172199540271395,LONG,2024-04-09 05:07:00,-748.6929343212345,1
TRD_004,ETHUSDT,62483.76537005624,0.08723584224342557,SHORT,2024-04-09 07:00:00,-83.8455662587433,1
TRD_028,BNBUSDT,41880.7814369175,0.07938315357088088,LONG,2024-04-09 19:04:00,-233.19023746285006,5
TRD_014,BTCUSDT,68411.40254808718,0.19027012422012488,LONG,2024-04-09 22:53:00,309.80544843293404,5
TRD_008,BNBUSDT,67707.783472185,0.7126315032277233,SHORT,2024-04-10 02:09:00,-88.82871971798032,10
TRD_009,ETHUSDT,58663.81113334075,0.022304072417821605,LONG,2024-04-10 03:53:00,673.1120734394249,100
TRD_035,BTCUSDT,66620.2748073309,0.9930346582059794,SHORT,2024-04-10 04:42:00,-859.586377688919,5
TRD_037,BNBUSDT,55354.80380805558,0.7277326319755124,SHORT,2024-04-10 06:15:00,-129.6704252776522,5
TRD_021,ETHUSDT,64779.15949955907,1.1153281918572444,SHORT,2024-04-10 07:34:00,196.39613838915588,10
TRD_018,BTCUSDT,31823.685868315326,1.4444422038847735,LONG,2024-04-10 08:59:00,-477.7757318056861,5
TRD_033,BNBUSDT,37271.010008839934,0.5094359028049102,LONG,2024-04-10 12:51:00,462.52995723065817,50
TRD_008,ETHUSDT,57646.50330024308,0.3225964587815303,LONG,2024-04-10 13:52:00,446.1850096845745,5
TRD_049,BTCUSDT,41228.06191032786,0.5633265763671412,SHORT,2024-04-10 15:31:00,-205.62048163954918,100
TRD_017,BNBUSDT,61866.3716912259,0.013508732084291947,LONG,2024-04-10 16:56:00,1334.4450075951333,5
TRD_043,BTCUSDT,63881.94357938875,0.24882578149630366,SHORT,2024-04-10 20:13:00,-548.9039127642006,20
TRD_031,ETHUSDT,34986.47423604624,1.5041524237358055,LONG,2024-04-10 21:11:00,-663.1921234413779,10
TRD_034,BNBUSDT,61172.54040947867,0.45338561637656744,SHORT,2024-04-10 21:21:00,-227.11701633735663,50
TRD_006,BNBUSDT,27713.213553257505,1.9886562712700369,SHORT,2024-04-10 22:44:00,105.14592900681386,10
TRD_022,BNBUSDT,36709.83557684245,0.34398472751597026,LONG,2024-04-11 05:48:00,-796.622578078883,10
TRD_014,ETHUSDT,45898.247556069444,1.579655713975332,LONG,2024-04-11 15:49:00,319.62696011593954,10
TRD_003,SOLUSDT,31322.188105194607,1.4130384989328137,SHORT,2024-04-11 17:10:00,1240.1467589254355,20
TRD_012,BNBUSDT,48963.391478759964,0.6510429642044522,SHORT,2024-04-12 02:32:00,-686.5055093416165,50
TRD_036,ETHUSDT,48934.75393588233,0.6681708956962709,LONG,2024-04-12 11:10:00,108.20842237503597,5
TRD_012,BTCUSDT,30345.144742545286,1.131467646124538,SHORT,2024-04-12 11:55:00,488.9762782000967,5
TRD_045,BTCUSDT,59782.06724427283,1.7062244539902913,LONG,2024-04-12 12:31:00,392.84095709401265,1
TRD_002,ETHUSDT,51582.224470574845,0.7785120187977342,LONG,2024-04-12 14:25:00,1089.2029101390015,5
TRD_002,SOLUSDT,35888.02534124772,0.131747963027629,SHORT,2024-04-12 19:46:00,-224.68789375329973,20
TRD_015,ETHUSDT,31609.239173514594,0.7550941620355706,LONG,2024-04-12 20:07:00,1002.9923548820633,1
TRD_023,BTCUSDT,63937.50694172468,0.42255221975305535,SHORT,2024-04-12 21:38:00,-20.131640291930267,10
TRD_029,BTCUSDT,61787.112261232636,1.8790219639593846,LONG,2024-04-13 03:54:00,-245.10983693588508,10
TRD_017,BNBUSDT,31488.033742776315,1.3975759492881357,SHORT,2024-04-13 06:14:00,949.5676157157013,20
TRD_032,SOLUSDT,21780.26132582544,0.1111570017845638,LONG,2024-04-13 06:22:00,-173.85826469060572,10
TRD_007,ETHUSDT,60226.62978715619,0.5930471891525868,LONG,2024-04-13 06:45:00,545.5775860558343,1
TRD_030,BTCUSDT,50775.427763252155,0.1099297701924058,SHORT,2024-04-13 07:17:00,-236.3357917845485,100
TRD_028,BTCUSDT,25044.101402672983,1.661733174045824,LONG,2024-04-13 17:41:00,-627.0258141443356,1
TRD_014,BTCUSDT,49367.91031094476,1.8135298397952502,SHORT,2024-04-13 17:55:00,-625.6255346348943,20
TRD_044,ETHUSDT,42609.134268084716,0.233436415619758,SHORT,2024-04-14 04:23:00,362.80542653583893,1
TRD_030,ETHUSDT,58727.51637368458,0.8861771915573053,SHORT,2024-04-14 12:48:00,-521.9632023302547,1
TRD_017,SOLUSDT,30454.2421079365,1.8644477308544876,SHORT,2024-04-14 14:53:00,-95.04360378724724,50
TRD_032,BNBUSDT,42657.837215251326,0.2989712565621944,SHORT,2024-04-14 14:53:00,-314.7787901362816,20
TRD_046,BNBUSDT,27812.205712595838,0.5908881454060666,LONG,2024-04-14 17:07:00,-429.40010159440743,5
TRD_006,BNBUSDT,67876.36139054233,0.6155065538435852,LONG,2024-04-14 22:14:00,-368.4326387511613,10
TRD_024,BTCUSDT,58936.907846258204,0.06981604128197702,LONG,2024-04-15 15:17:00,113.63350477195011,5
TRD_006,BNBUSDT,56836.12132506983,0.08218373703308142,LONG,2024-04-15 19:13:00,-1478.9607850711545,1
TRD_027,BTCUSDT,54510.3332510401,1.9060577258949967,LONG,2024-04-15 19:20:00,432.0391262404503,20
TRD_018,SOLUSDT,41166.822123319085,1.1464742918826456,LONG,2024-04-16 04:09:00,-637.4692122748847,20
TRD_024,BTCUSDT,66164.12078515724,0.6202301596429496,LONG,2024-04-16 05:59:00,-573.7087179141153,50
TRD_037,SOLUSDT,23645.85059635027,0.7635625748061032,SHORT,2024-04-16 07:17:00,-712.0026783750083,10
TRD_024,SOLUSDT,60162.953583947594,1.4325374284015981,SHORT,2024-04-16 10:05:00,144.58523057112396,10
TRD_038,BNBUSDT,30761.636605286636,0.7393692350736946,SHORT,2024-04-16 13:46:00,741.9503738112004,5
TRD_034,BNBUSDT,36201.3977816924,0.46324320215564363,LONG,2024-04-16 17:46:00,-57.82066590757934,5
TRD_040,BTCUSDT,45971.48644836542,0.2126563097836008,SHORT,2024-04-16 19:57:00,228.4426623177103,5
TRD_047,ETHUSDT,59132.750552778976,1.460576693318894,LONG,2024-04-16 23:42:00,279.42228140883736,50
TRD_015,BNBUSDT,61926.74538268683,0.3693243831836972,LONG,2024-04-17 02:26:00,380.59850463612656,1
TRD_011,BNBUSDT,49186.61250800625,0.1486000571533322,LONG,2024-04-17 02:49:00,-491.786607661945,5
TRD_022,ETHUSDT,40151.774446734256,0.8596393465379892,SHORT,2024-04-17 06:15:00,806.7283597799726,10
TRD_024,ETHUSDT,67325.1210701605,0.08874621400459401,SHORT,2024-04-17 07:36:00,-156.9810626269359,1
TRD_001,BNBUSDT,32326.064791968416,1.9303461361023446,SHORT,2024-04-17 10:12:00,150.52992043056895,50
TRD_018,ETHUSDT,60154.72879403177,1.258313005473931,LONG,2024-04-17 10:41:00,-64.98744812408013,1
TRD_044,BTCUSDT,50602.48107240766,0.313866652788656,LONG,2024-04-17 23:29:00,-212.73880243787463,20
TRD_012,SOLUSDT,38844.75084426069,0.3531836320324371,LONG,2024-04-18 02:43:00,479.78414384733105,5
TRD_043,SOLUSDT,20068.39921817684,1.1439586757429623,LONG,2024-04-18 16:18:00,327.5553866505768,1
TRD_028,BNBUSDT,42329.965067431345,0.7195658571022093,SHORT,2024-04-18 17:30:00,-1083.0861820782598,20
TRD_040,BNBUSDT,33835.99987711496,1.5507908209335501,SHORT,2024-04-18 19:28:00,219.57872844795963,10
TRD_007,BTCUSDT,25217.33066627803,1.096154906381644,SHORT,2024-04-18 22:37:00,1058.8123081882427,1
TRD_023,ETHUSDT,23757.928266904244,0.8723344122946332,SHORT,2024-04-18 23:51:00,102.86778932259888,5
TRD_021,BNBUSDT,37377.916365580095,1.9263306936498905,LONG,2024-04-19 04:55:00,-245.41269051317346,5
TRD_034,SOLUSDT,50737.86943703242,0.7875508218572811,LONG,2024-04-19 08:22:00,-181.7280109105455,5
TRD_011,BTCUSDT,61875.96576823868,0.8072157383567137,SHORT,2024-04-19 10:24:00,-270.96254562632805,5
TRD_022,BTCUSDT,29178.162247366345,1.3348871179109703,LONG,2024-04-19 12:19:00,-564.5119215366568,10
TRD_042,ETHUSDT,41232.198565452476,1.6208623824031148,LONG,2024-04-19 12:22:00,-82.33932371328477,5
TRD_035,BNBUSDT,39597.80700710761,1.256167831808505,SHORT,2024-04-19 13:55:00,-84.60999651190602,5
TRD_029,BNBUSDT,45669.70046042578,1.4002343418883128,SHORT,2024-04-19 18:16:00,310.0814923125702,10
TRD_042,BTCUSDT,60479.36354047764,0.7521338214475561,LONG,2024-04-19 21:52:00,-251.24452658642173,1
TRD_028,SOLUSDT,47682.26089996174,0.9641987045917368,SHORT,2024-04-20 01:17:00,1015.4628297215629,10
TRD_018,BNBUSDT,62332.74567511471,0.402099822071247,SHORT,2024-04-20 03:08:00,-458.3527836505331,10
TRD_014,SOLUSDT,45927.587803448885,1.3636905164900617,SHORT,2024-04-20 03:18:00,83.63047384398674,5
TRD_018,BTCUSDT,50192.36825906357,0.45068936144915184,SHORT,2024-04-20 06:01:00,-363.78638823186986,1
TRD_028,BNBUSDT,41869.16212464949,0.012501022833684254,SHORT,2024-04-20 06:03:00,-259.3335374743834,1
TRD_024,SOLUSDT,61154.779014781685,1.8681866184154348,SHORT,2024-04-20 06:08:00,-129.7299202130404,10
TRD_008,BTCUSDT,66191.36031823263,0.6189703300169621,SHORT,2024-04-20 09:58:00,111.90661466144081,10
TRD_042,SOLUSDT,51957.23690615728,0.40129776450734456,SHORT,2024-04-20 11:34:00,411.45110084151,10
TRD_045,BNBUSDT,61039.12245864519,0.543611994621894,SHORT,2024-04-20 13:24:00,-222.82317052868729,100
TRD_008,ETHUSDT,22950.166699955014,0.6675909182611086,LONG,2024-04-20 14:52:00,-738.4126987904543,10
TRD_004,SOLUSDT,65305.58757233288,0.9543473886318656,SHORT,2024-04-21 04:01:00,694.8184861477351,20
TRD_027,ETHUSDT,29446.25334195623,0.1480098253270073,SHORT,2024-04-21 05:45:00,-478.571127728094,1
TRD_036,BNBUSDT,32826.0213662904,0.11481958084884725,SHORT,2024-04-21 09:01:00,-113.24525459308829,5
TRD_005,ETHUSDT,22666.50341033731,0.5928924234207645,LONG,2024-04-21 20:41:00,37.57213179358982,5
TRD_033,BTCUSDT,68270.00584870295,0.5985746010822207,SHORT,2024-04-21 20:41:00,-41.09937831184644,10
TRD_049,ETHUSDT,62600.54247441882,0.24411599335032777,SHORT,2024-04-22 00:17:00,-695.9634865070476,5
TRD_034,SOLUSDT,65659.23020455419,0.8155352726978632,LONG,2024-04-22 02:45:00,441.0261175002167,10
TRD_030,SOLUSDT,62360.80838800075,0.5752170497235367,LONG,2024-04-22 18:43:00,-1399.1282560813108,10
TRD_008,ETHUSDT,43976.52763606444,0.06185055006218951,SHORT,2024-04-22 19:01:00,499.8950956197506,1
TRD_039,BTCUSDT,66204.09670453817,1.7725843530380105,LONG,2024-04-22 20:11:00,588.1844556645941,10
TRD_047,BNBUSDT,68473.64102135942,1.7731778459067449,LONG,2024-04-22 22:24:00,461.6002102325897,1
TRD_026,ETHUSDT,45128.34883946988,0.4262726832978133,LONG,2024-04-23 04:22:00,-142.11938571540128,5
TRD_037,SOLUSDT,28781.239066441907,0.3341157340470523,LONG,2024-04-23 04:44:00,74.70418438286322,20
TRD_034,SOLUSDT,52931.12544815472,1.0991126010504937,LONG,2024-04-23 05:18:00,-324.63645306925736,20
TRD_007,ETHUSDT,68771.91449267854,1.2651994709330474,SHORT,2024-04-23 05:32:00,44.33501296262828,5
TRD_040,ETHUSDT,63607.34299294375,1.915509689319675,LONG,2024-04-23 07:47:00,324.5783396042885,5
TRD_028,ETHUSDT,63090.75880729537,0.7609234287132269,SHORT,2024-04-23 11:22:00,-537.5197778687573,5
TRD_039,BNBUSDT,66690.9008403641,1.2402186823004713,SHORT,2024-04-23 15:19:00,-57.143865555094024,1
TRD_039,SOLUSDT,64697.613027627354,1.757580281150576,SHORT,2024-04-23 18:34:00,-228.599375970482,100
TRD_028,SOLUSDT,58814.08320091465,0.9054080337038914,LONG,2024-04-23 22:13:00,596.4336601635785,5
TRD_014,SOLUSDT,55913.64160809136,0.25346804480307883,SHORT,2024-04-23 22:34:00,-460.5267309440897,50
TRD_050,BNBUSDT,33238.35868723772,0.7611200988016487,LONG,2024-04-23 23:34:00,323.07853604929335,50
TRD_038,BTCUSDT,51067.00107142246,0.2817681841395678,SHORT,2024-04-24 04:04:00,-16.38174245686653,5
TRD_004,SOLUSDT,46074.431085294476,0.04311253376188107,SHORT,2024-04-24 09:26:00,-52.13071872714495,5
TRD_042,SOLUSDT,63097.20457904956,1.5055905821345623,SHORT,2024-04-24 16:20:00,338.03969815327656,20
TRD_018,BTCUSDT,44585.628674503605,0.48446316398575756,LONG,2024-04-24 18:10:00,-181.99379404915598,5
TRD_044,BNBUSDT,26387.138177134453,0.013994021219558343,SHORT,2024-04-24 23:35:00,61.635194396317594,10
TRD_048,BTCUSDT,20248.62426611746,1.7461403914949387,LONG,2024-04-25 05:37:00,565.5519496616639,1
TRD_025,BTCUSDT,53893.65602343326,0.8931397885969027,LONG,2024-04-25 11:17:00,-378.48536598164844,5
TRD_007,BTCUSDT,47495.41935635808,0.48533116047011815,LONG,2024-04-25 13:25:00,145.48794990376499,1
TRD_038,BTCUSDT,36548.145217922414,0.5329520449872843,SHORT,2024-04-25 14:32:00,450.6741676214999,5
TRD_028,BNBUSDT,28448.60750189452,0.48867040767705006,SHORT,2024-04-25 18:23:00,243.46902628156198,10
TRD_005,BNBUSDT,43335.766120195105,0.39716676076665125,SHORT,2024-04-25 23:11:00,650.5917782475874,100
TRD_003,BTCUSDT,25014.32362394528,1.6840401869028498,SHORT,2024-04-26 08:07:00,-49.92104163724739,5
TRD_044,ETHUSDT,36805.424461057155,0.3489599523960404,LONG,2024-04-26 10:07:00,345.7153816130783,5
TRD_031,ETHUSDT,38960.59531178172,1.1280908209200033,SHORT,2024-04-26 14:16:00,561.3572451396511,5
TRD_047,ETHUSDT,43280.934741898105,0.16386728689765281,LONG,2024-04-27 02:00:00,-835.7931280978812,1
TRD_042,ETHUSDT,43331.03756694234,1.8995475385954144,LONG,2024-04-27 05:05:00,-193.38966880501226,10
TRD_020,SOLUSDT,32850.28217371386,1.2105946698473844,SHORT,2024-04-28 00:14:00,199.53394825222318,20
TRD_019,BNBUSDT,62510.54908009938,1.8072734972925635,SHORT,2024-04-28 03:02:00,470.29878708804074,1
TRD_048,BNBUSDT,37777.17531283728,0.8017767811562354,LONG,2024-04-28 04:45:00,131.77041260654835,20
TRD_011,BTCUSDT,31479.365444625815,1.6232373929571986,LONG,2024-04-28 15:04:00,708.3216937795723,20
TRD_040,SOLUSDT,28790.494170529513,1.7087724141041292,SHORT,2024-04-28 17:08:00,-257.08567067388435,1
TRD_003,BTCUSDT,36128.91972516678,1.4088690894455531,SHORT,2024-04-28 17:16:00,-607.4387388315998,10
TRD_023,BTCUSDT,23377.64414887672,0.1949654582428756,SHORT,2024-04-28 17:23:00,407.3435236037207,5
TRD_007,BNBUSDT,21645.37614904858,0.04199937194775288,LONG,2024-04-28 18:33:00,-46.49931619586615,10
TRD_023,SOLUSDT,50257.109840143385,0.3454337473918814,LONG,2024-04-28 22:37:00,-408.8932453891632,5
TRD_007,ETHUSDT,50957.3568024595,0.24501254636369008,SHORT,2024-04-29 00:29:00,864.2088905406587,1
TRD_046,BNBUSDT,46479.41013191448,1.453023951757689,LONG,2024-04-29 03:01:00,383.44153433311953,20
TRD_034,SOLUSDT,58114.25976158622,1.1184435731717919,LONG,2024-04-29 09:18:00,335.57415565265933,10
TRD_042,SOLUSDT,21957.5272138539,1.0566422204457555,LONG,2024-04-29 14:57:00,806.6382528371772,20
TRD_019,BNBUSDT,66798.65541047338,0.5132059276529997,LONG,2024-04-29 19:02:00,-183.54351667218913,1
TRD_009,BNBUSDT,24753.256162853024,0.3176689981067129,SHORT,2024-04-29 21:26:00,716.724367808237,20
TRD_048,BTCUSDT,53701.14971967968,0.42103045984010284,LONG,2024-04-30 08:31:00,219.2554233944291,5
TRD_018,BTCUSDT,26669.829447040465,0.8065512447548154,SHORT,2024-04-30 18:41:00,-284.82342094860593,20
TRD_041,BTCUSDT,63995.27166538962,1.4828849814542964,SHORT,2024-04-30 20:23:00,6.50387474806809,10
TRD_048,ETHUSDT,45535.664347251564,0.5164880669075752,LONG,2024-05-01 12:46:00,103.2922372396624,5
TRD_045,BNBUSDT,24114.6770508988,1.400239872504853,SHORT,2024-05-01 13:17:00,566.3581115115786,5
TRD_042,SOLUSDT,50836.20563500367,0.9881085226056384,SHORT,2024-05-01 16:11:00,-665.0056493632688,20
TRD_025,BNBUSDT,20455.49719411008,1.772027288536478,SHORT,2024-05-01 22:47:00,-864.234333732254,10
TRD_014,SOLUSDT,58801.10892201223,0.47349997616917644,LONG,2024-05-02 01:27:00,-383.78079816714126,100
TRD_044,ETHUSDT,52529.24933230617,0.9072047984090418,SHORT,2024-05-02 05:13:00,-23.867816856533373,5
TRD_025,BNBUSDT,30631.237468175364,0.20236288665968544,LONG,2024-05-02 06:36:00,367.2163872263968,10
TRD_019,SOLUSDT,38737.54580880469,0.6769547538184181,SHORT,2024-05-02 10:18:00,-218.91682507788292,10
TRD_039,SOLUSDT,20390.334724444514,1.018692083624084,SHORT,2024-05-02 11:15:00,218.57232979856659,10
TRD_015,BTCUSDT,54684.19074856025,1.4681530265282268,SHORT,2024-05-02 17:43:00,811.5689659133899,20
TRD_016,ETHUSDT,36133.40687548596,0.4041734689166772,SHORT,2024-05-02 18:46:00,-839.6345404753129,1
TRD_027,BNBUSDT,48579.44576483596,0.44400333552886706,LONG,2024-05-02 21:28:00,-58.01965630804007,10
TRD_040,BTCUSDT,67836.38139572315,1.2668399026368882,SHORT,2024-05-03 00:44:00,1219.7331184864584,10
TRD_010,ETHUSDT,34973.33564737925,0.77109098907408,SHORT,2024-05-03 02:01:00,-345.35963524390604,5
TRD_004,BTCUSDT,69511.8942043659,0.9693687857923722,SHORT,2024-05-03 07:57:00,-398.4431967248594,5
TRD_019,BNBUSDT,51636.41930037832,1.673908388869694,LONG,2024-05-03 10:43:00,270.5308781588012,10
TRD_028,SOLUSDT,32104.433314275248,1.003175769118405,LONG,2024-05-03 13:12:00,-254.880956625402,5
TRD_021,BNBUSDT,41838.89415106289,1.3084737674122506,SHORT,2024-05-03 15:28:00,547.8924336766759,5
TRD_047,ETHUSDT,57022.65611917949,1.3169823329033448,SHORT,2024-05-03 19:07:00,1247.5424528142,20
TRD_014,BNBUSDT,42323.895384154064,1.6091877664824763,SHORT,2024-05-03 22:06:00,47.36659026999844,1
TRD_033,ETHUSDT,23425.378367077617,1.279897582097138,SHORT,2024-05-04 06:34:00,1378.850234120269,5
TRD_048,BTCUSDT,28430.183069127117,0.1389715530511864,LONG,2024-05-04 07:21:00,-216.46816710041847,10
TRD_010,ETHUSDT,59564.88728919728,0.6909242355468119,LONG,2024-05-04 13:12:00,-73.81538245077219,5
TRD_019,SOLUSDT,52418.653785903065,1.978739205183328,LONG,2024-05-04 17:55:00,-469.9252383945212,10
TRD_030,SOLUSDT,48491.27386660669,0.4010554747277584,SHORT,2024-05-04 21:10:00,-215.0616029183772,5
TRD_022,SOLUSDT,28381.098537770064,1.1775908660452303,SHORT,2024-05-04 21:18:00,-109.35136325089465,20
TRD_003,BTCUSDT,61887.87226751697,1.6874518733557504,SHORT,2024-05-05 01:14:00,216.99341347956565,5
TRD_037,ETHUSDT,68037.0054793125,1.1772515358872344,SHORT,2024-05-05 05:24:00,-613.0352820195385,5
TRD_041,BTCUSDT,22044.354874533477,0.7508178136720878,LONG,2024-05-05 08:14:00,-248.77084006339913,10
TRD_018,BNBUSDT,23901.593532692765,0.16965483980823443,LONG,2024-05-05 09:13:00,-236.0955078097148,1
TRD_011,BNBUSDT,64236.22516572824,0.729713156046829,LONG,2024-05-05 17:42:00,456.77244548610827,20
TRD_048,BNBUSDT,60777.61270160641,0.37231434803283625,SHORT,2024-05-05 19:56:00,68.32230115282015,10
